name,memory,store,N,M,R,subgroups,smem,bin
segsort_hybrid_sg32_n1024_m64_block_smem32k,hybrid,block,1024,64,32,32,32,10
segsort_hybrid_sg32_n2048_m128_block_smem32k,hybrid,block,2048,128,32,32,32,11
segsort_hybrid_sg32_n2048_m64_block_smem32k,hybrid,block,2048,64,32,32,32,11
segsort_hybrid_sg8_n1024_m32_block_smem32k,hybrid,block,1024,32,8,8,32,10
segsort_hybrid_sg8_n1024_m64_block_smem32k,hybrid,block,1024,64,8,8,32,10
segsort_hybrid_sg8_n2048_m128_block_smem32k,hybrid,block,2048,128,8,8,32,11
segsort_hybrid_sg8_n2048_m64_block_smem32k,hybrid,block,2048,64,8,8,32,11
segsort_hybrid_sg8_n256_m16_block_smem32k,hybrid,block,256,16,8,8,32,8
segsort_hybrid_sg8_n512_m16_block_smem32k,hybrid,block,512,16,8,8,32,9
segsort_hybrid_sg8_n512_m32_block_smem32k,hybrid,block,512,32,8,8,32,9
segsort_wg_n1024_m32_block_smem32k,smem,block,1024,32,32,32,32,10
segsort_wg_n1024_m64_block_smem32k,smem,block,1024,64,32,32,32,10
segsort_wg_n128_m4_block_smem32k,smem,block,128,4,32,32,32,7
segsort_wg_n128_m8_block_smem32k,smem,block,128,8,32,32,32,7
segsort_wg_n16_m1_block_smem32k,smem,block,16,1,32,32,32,4
segsort_wg_n2048_m128_block_smem32k,smem,block,2048,128,32,32,32,11
segsort_wg_n2048_m64_block_smem32k,smem,block,2048,64,32,32,32,11
segsort_wg_n256_m16_block_smem32k,smem,block,256,16,32,32,32,8
segsort_wg_n256_m8_block_smem32k,smem,block,256,8,32,32,32,8
segsort_wg_n32_m1_block_smem32k,smem,block,32,1,32,32,32,5
segsort_wg_n32_m2_block_smem32k,smem,block,32,2,32,32,32,5
segsort_wg_n512_m16_block_smem32k,smem,block,512,16,32,32,32,9
segsort_wg_n512_m32_block_smem32k,smem,block,512,32,32,32,32,9
segsort_wg_n64_m2_block_smem32k,smem,block,64,2,32,32,32,6
segsort_wg_n64_m4_block_smem32k,smem,block,64,4,32,32,32,6
segsort_hybrid_sg16_n1024_m32_striped_smem32k,hybrid,striped,1024,32,16,16,32,10
segsort_hybrid_sg16_n1024_m64_striped_smem32k,hybrid,striped,1024,64,16,16,32,10
segsort_hybrid_sg16_n2048_m128_striped_smem32k,hybrid,striped,2048,128,16,16,32,11
segsort_hybrid_sg16_n2048_m64_striped_smem32k,hybrid,striped,2048,64,16,16,32,11
segsort_hybrid_sg16_n512_m32_striped_smem32k,hybrid,striped,512,32,16,16,32,9
segsort_hybrid_sg32_n1024_m64_striped_smem32k,hybrid,striped,1024,64,32,32,32,10
segsort_hybrid_sg32_n2048_m128_striped_smem32k,hybrid,striped,2048,128,32,32,32,11
segsort_hybrid_sg32_n2048_m64_striped_smem32k,hybrid,striped,2048,64,32,32,32,11
segsort_hybrid_sg8_n1024_m32_striped_smem32k,hybrid,striped,1024,32,8,8,32,10
segsort_hybrid_sg8_n1024_m64_striped_smem32k,hybrid,striped,1024,64,8,8,32,10
segsort_hybrid_sg8_n2048_m128_striped_smem32k,hybrid,striped,2048,128,8,8,32,11
segsort_hybrid_sg8_n2048_m64_striped_smem32k,hybrid,striped,2048,64,8,8,32,11
segsort_hybrid_sg8_n256_m16_striped_smem32k,hybrid,striped,256,16,8,8,32,8
segsort_hybrid_sg8_n512_m16_striped_smem32k,hybrid,striped,512,16,8,8,32,9
segsort_hybrid_sg8_n512_m32_striped_smem32k,hybrid,striped,512,32,8,8,32,9
segsort_wg_n1024_m32_striped_smem32k,smem,striped,1024,32,32,32,32,10
segsort_wg_n1024_m64_striped_smem32k,smem,striped,1024,64,32,32,32,10
segsort_wg_n128_m4_striped_smem32k,smem,striped,128,4,32,32,32,7
segsort_wg_n128_m8_striped_smem32k,smem,striped,128,8,32,32,32,7
segsort_wg_n16_m1_striped_smem32k,smem,striped,16,1,32,32,32,4
segsort_wg_n2048_m128_striped_smem32k,smem,striped,2048,128,32,32,32,11
segsort_wg_n2048_m64_striped_smem32k,smem,striped,2048,64,32,32,32,11
segsort_wg_n256_m16_striped_smem32k,smem,striped,256,16,32,32,32,8
segsort_wg_n256_m8_striped_smem32k,smem,striped,256,8,32,32,32,8
segsort_wg_n32_m1_striped_smem32k,smem,striped,32,1,32,32,32,5
segsort_wg_n32_m2_striped_smem32k,smem,striped,32,2,32,32,32,5
segsort_wg_n512_m16_striped_smem32k,smem,striped,512,16,32,32,32,9
segsort_wg_n512_m32_striped_smem32k,smem,striped,512,32,32,32,32,9
segsort_wg_n64_m2_striped_smem32k,smem,striped,64,2,32,32,32,6
segsort_wg_n64_m4_striped_smem32k,smem,striped,64,4,32,32,32,6
segsort_cute_n2_m2_block,cute,block,2,2,32,32,16,1
segsort_cute_n2_m2_striped,cute,striped,2,2,32,32,16,1
segsort_cute_n4_m4_block,cute,block,4,4,32,32,16,2
segsort_cute_n4_m4_striped,cute,striped,4,4,32,32,16,2
segsort_cute_n8_m8_block,cute,block,8,8,32,32,16,3
segsort_cute_n8_m8_striped,cute,striped,8,8,32,32,16,3
segsort_cute_n16_m16_block,cute,block,16,16,32,32,16,4
segsort_cute_n16_m16_striped,cute,striped,16,16,32,32,16,4
segsort_cute_n32_m32_block,cute,block,32,32,32,32,16,5
segsort_cute_n32_m32_striped,cute,striped,32,32,32,32,16,5
segsort_cutemerge_sg32_smem16k_n1024_m128_block,cutemerge,block,1024,128,32,32,16,10
segsort_cutemerge_sg32_smem16k_n1024_m128_striped,cutemerge,striped,1024,128,32,32,16,10
segsort_cutemerge_sg32_smem16k_n1024_m256_block,cutemerge,block,1024,256,32,32,16,10
segsort_cutemerge_sg32_smem16k_n1024_m256_striped,cutemerge,striped,1024,256,32,32,16,10
segsort_cutemerge_sg32_smem16k_n1024_m64_block,cutemerge,block,1024,64,32,32,16,10
segsort_cutemerge_sg32_smem16k_n1024_m64_striped,cutemerge,striped,1024,64,32,32,16,10
segsort_cutemerge_sg32_smem16k_n128_m64_block,cutemerge,block,128,64,32,32,16,7
segsort_cutemerge_sg32_smem16k_n128_m64_striped,cutemerge,striped,128,64,32,32,16,7
segsort_cutemerge_sg32_smem16k_n2048_m128_block,cutemerge,block,2048,128,32,32,16,11
segsort_cutemerge_sg32_smem16k_n2048_m128_striped,cutemerge,striped,2048,128,32,32,16,11
segsort_cutemerge_sg32_smem16k_n2048_m256_block,cutemerge,block,2048,256,32,32,16,11
segsort_cutemerge_sg32_smem16k_n2048_m256_striped,cutemerge,striped,2048,256,32,32,16,11
segsort_cutemerge_sg32_smem16k_n2048_m64_block,cutemerge,block,2048,64,32,32,16,11
segsort_cutemerge_sg32_smem16k_n2048_m64_striped,cutemerge,striped,2048,64,32,32,16,11
segsort_cutemerge_sg32_smem16k_n256_m128_block,cutemerge,block,256,128,32,32,16,8
segsort_cutemerge_sg32_smem16k_n256_m128_striped,cutemerge,striped,256,128,32,32,16,8
segsort_cutemerge_sg32_smem16k_n256_m64_block,cutemerge,block,256,64,32,32,16,8
segsort_cutemerge_sg32_smem16k_n256_m64_striped,cutemerge,striped,256,64,32,32,16,8
segsort_cutemerge_sg32_smem16k_n512_m128_block,cutemerge,block,512,128,32,32,16,9
segsort_cutemerge_sg32_smem16k_n512_m128_striped,cutemerge,striped,512,128,32,32,16,9
segsort_cutemerge_sg32_smem16k_n512_m256_block,cutemerge,block,512,256,32,32,16,9
segsort_cutemerge_sg32_smem16k_n512_m256_striped,cutemerge,striped,512,256,32,32,16,9
segsort_cutemerge_sg32_smem16k_n512_m64_block,cutemerge,block,512,64,32,32,16,9
segsort_cutemerge_sg32_smem16k_n512_m64_striped,cutemerge,striped,512,64,32,32,16,9
segsort_hybmerge_sg32_smem32k_n4096_m128_block,hybmerge,block,4096,128,32,32,32,12
segsort_hybmerge_sg32_smem32k_n4096_m128_striped,hybmerge,striped,4096,128,32,32,32,12
segsort_hybmerge_sg32_smem32k_n4096_m256_block,hybmerge,block,4096,256,32,32,32,12
segsort_hybmerge_sg32_smem32k_n4096_m256_striped,hybmerge,striped,4096,256,32,32,32,12
segsort_cutemerge_sg32_smem32k_n4096_m128_block,cutemerge,block,4096,128,32,32,32,12
segsort_cutemerge_sg32_smem32k_n4096_m128_striped,cutemerge,striped,4096,128,32,32,32,12
segsort_cutemerge_sg32_smem32k_n4096_m256_block,cutemerge,block,4096,256,32,32,32,12
segsort_cutemerge_sg32_smem32k_n4096_m256_striped,cutemerge,striped,4096,256,32,32,32,12
